agent1_type,agent2_type,board_size,iterations,seed,agent1_starts,result,agent1_wins,agent2_wins,draws,time,simulations
UCT,RAVE,5,100,42,True,-1,0,1,0,0.4919588565826416,2400
UCT,RAVE,5,100,43,False,-1,0,1,0,0.5109992027282715,2400
UCT,RAVE,5,100,44,True,1,1,0,0,0.514000415802002,2400
UCT,RAVE,5,100,45,False,-1,0,1,0,0.6200368404388428,2400
UCT,RAVE,5,100,46,True,-1,0,1,0,0.6319646835327148,2400
UCT,RAVE,5,100,47,False,1,1,0,0,0.9509968757629395,2400
UCT,RAVE,5,100,48,True,-1,0,1,0,0.47003650665283203,2400
UCT,RAVE,5,100,49,False,-1,0,1,0,0.3589613437652588,2400
UCT,RAVE,5,100,50,True,-1,0,1,0,0.36604976654052734,2400
UCT,RAVE,5,100,51,False,1,1,0,0,0.6809723377227783,2400
UCT,RAVE,5,100,52,True,1,1,0,0,0.604982852935791,2400
UCT,RAVE,5,100,53,False,-1,0,1,0,0.6459972858428955,2400
UCT,RAVE,5,100,54,True,-1,0,1,0,0.46607017517089844,2400
UCT,RAVE,5,100,55,False,-1,0,1,0,0.49793267250061035,2400
UCT,RAVE,5,100,56,True,1,1,0,0,0.49399852752685547,2400
UCT,RAVE,5,100,57,False,-1,0,1,0,0.6900222301483154,2400
UCT,RAVE,5,100,58,True,1,1,0,0,0.5659947395324707,2400
UCT,RAVE,5,100,59,False,1,1,0,0,0.7419857978820801,2400
UCT,RAVE,5,100,60,True,1,1,0,0,0.7189986705780029,2400
UCT,RAVE,5,100,61,False,-1,0,1,0,0.5780332088470459,2400
UCT,RAVE,5,100,62,True,1,1,0,0,0.8849618434906006,2400
UCT,RAVE,5,100,63,False,-1,0,1,0,0.7310140132904053,2400
UCT,RAVE,5,100,64,True,-1,0,1,0,0.9499881267547607,2400
UCT,RAVE,5,100,65,False,-1,0,1,0,0.7450089454650879,2400
UCT,RAVE,5,100,66,True,1,1,0,0,0.7309978008270264,2400
UCT,RAVE,5,100,67,False,1,1,0,0,0.9260320663452148,2400
UCT,RAVE,5,100,68,True,1,1,0,0,0.5989632606506348,2400
UCT,RAVE,5,100,69,False,-1,0,1,0,1.0679986476898193,2400
UCT,RAVE,5,100,70,True,-1,0,1,0,1.1149983406066895,2400
UCT,RAVE,5,100,71,False,1,1,0,0,0.832003116607666,2400
UCT,RAVE,5,100,72,True,1,1,0,0,0.6519961357116699,2400
UCT,RAVE,5,100,73,False,1,1,0,0,0.5249998569488525,2400
UCT,RAVE,5,100,74,True,1,1,0,0,0.7059986591339111,2400
UCT,RAVE,5,100,75,False,1,1,0,0,0.5220448970794678,2400
UCT,RAVE,5,100,76,True,-1,0,1,0,0.44399404525756836,2400
UCT,RAVE,5,100,77,False,-1,0,1,0,0.4619631767272949,2400
UCT,RAVE,5,100,78,True,1,1,0,0,0.37404298782348633,2400
UCT,RAVE,5,100,79,False,-1,0,1,0,0.7069642543792725,2400
UCT,RAVE,5,100,80,True,-1,0,1,0,0.44303393363952637,2400
UCT,RAVE,5,100,81,False,-1,0,1,0,0.4219639301300049,2400
UCT,RAVE,5,100,82,True,-1,0,1,0,1.1990089416503906,2400
UCT,RAVE,5,100,83,False,-1,0,1,0,1.0369906425476074,2400
UCT,RAVE,5,100,84,True,-1,0,1,0,0.6750011444091797,2400
UCT,RAVE,5,100,85,False,-1,0,1,0,0.7439980506896973,2400
UCT,RAVE,5,100,86,True,-1,0,1,0,0.8870031833648682,2400
UCT,RAVE,5,100,87,False,-1,0,1,0,0.6750330924987793,2400
UCT,RAVE,5,100,88,True,1,1,0,0,0.8330035209655762,2400
UCT,RAVE,5,100,89,False,-1,0,1,0,0.6319739818572998,2400
UCT,RAVE,5,100,90,True,1,1,0,0,0.709991455078125,2400
UCT,RAVE,5,100,91,False,-1,0,1,0,0.5829977989196777,2400
